time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.8260869565217391,0.5579710144927537,0.5579710144927537
730,0.9508670520231214,0.5867052023121387,0.5867052023121387
1095,0.9649532710280374,0.5467289719626168,0.5467289719626168
1460,0.950561797752809,0.5235955056179775,0.5235955056179775
1825,0.9334811529933481,0.4700665188470067,0.4700665188470067
