time,cancer_type,method,sample_size,n_imps,coverage,undefined_region_pct
365,UCEC,MSMI-Marginal,100,5,0.9615384615384616,1.2
730,UCEC,MSMI-Marginal,100,5,0.966,0
1095,UCEC,MSMI-Marginal,100,5,0.944,0
1460,UCEC,MSMI-Marginal,100,5,0.9493927125506073,1.2
1825,UCEC,MSMI-Marginal,100,5,0.9244897959183673,2
365,UCEC,AJ,100,5,0.9615384615384616,1.2
730,UCEC,AJ,100,5,0.958,0
1095,UCEC,AJ,100,5,0.95,0
1460,UCEC,AJ,100,5,0.9536290322580645,0.8
1825,UCEC,AJ,100,5,0.9428571428571428,2
