time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.954,0.952,0.952
730,0.938,0.944,0.944
1095,0.956,0.964,0.964
1460,0.929718875502008,0.963855421686747,0.963855421686747
1825,0.9522776572668112,0.9631236442516269,0.9609544468546638
