time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.964,0.966
730,0.95,0.95,0.958
1095,0.958,0.95,0.952
1460,0.9357429718875502,0.9558232931726908,0.9538152610441767
1825,0.9481641468682506,0.9503239740820735,0.937365010799136
