time,coverageAJ,coverageMSMI,coverageMSMICox
365,0,0,0
730,0.7647058823529411,0.40336134453781514,0.40336134453781514
1095,0.8578947368421053,0.3105263157894737,0.3105263157894737
1460,0.8851674641148325,0.2966507177033493,0.2966507177033493
1825,0.9476190476190476,0.23809523809523808,0.23809523809523808
