time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.925,0.9321428571428572,0.9321428571428572
730,0.954070981210856,0.9478079331941545,0.9478079331941545
1095,0.9417670682730924,0.9196787148594378,0.9236947791164659
1460,0.958,0.916,0.916
1825,0.96,0.872,0.872
