time,method,cancer_type,sample_size,n_imps,coverage,undefined_region_pct
365,MSMI-Cox,PRAD,500,5,0.9169675090252708,44.6
730,MSMI-Cox,PRAD,500,5,0.9414225941422594,4.3999999999999995
1095,MSMI-Cox,PRAD,500,5,0.9112903225806451,0.8
1460,MSMI-Cox,PRAD,500,5,0.9175050301810865,0.6
1825,MSMI-Cox,PRAD,500,5,0.8577154308617234,0.2
365,MSMI-Marginal,PRAD,500,5,0.9169675090252708,44.6
730,MSMI-Marginal,PRAD,500,5,0.9497907949790795,4.3999999999999995
1095,MSMI-Marginal,PRAD,500,5,0.9112903225806451,0.8
1460,MSMI-Marginal,PRAD,500,5,0.9074446680080482,0.6
1825,MSMI-Marginal,PRAD,500,5,0.8557114228456913,0.2
365,AJ,PRAD,500,5,0.9169675090252708,44.6
730,AJ,PRAD,500,5,0.9623430962343096,4.3999999999999995
1095,AJ,PRAD,500,5,0.9536290322580645,0.8
1460,AJ,PRAD,500,5,0.9537223340040242,0.6
1825,AJ,PRAD,500,5,0.9598393574297188,0.4
