time,cancer_type,method,sample_size,n_imps,coverage,undefined_region_pct
365,KICH,MSMI-Marginal,300,10,0.9717171717171718,1
730,KICH,MSMI-Marginal,300,10,0.97,0
1095,KICH,MSMI-Marginal,300,10,0.97,0
1460,KICH,MSMI-Marginal,300,10,0.972,0
1825,KICH,MSMI-Marginal,300,10,0.948,0
365,KICH,AJ,300,10,0.9696969696969697,1
730,KICH,AJ,300,10,0.966,0
1095,KICH,AJ,300,10,0.95,0
1460,KICH,AJ,300,10,0.974,0
1825,KICH,AJ,300,10,0.944,0
