time,method,cancer_type,sample_size,n_imps,coverage,undefined_region_pct
365,MSMI-Cox,MESO,50,20,0.949290060851927,1.4000000000000001
730,MSMI-Cox,MESO,50,20,0.9797160243407708,1.4000000000000001
1095,MSMI-Cox,MESO,50,20,0.9609053497942387,2.8000000000000003
1460,MSMI-Cox,MESO,50,20,0.9601063829787234,24.8
1825,MSMI-Cox,MESO,50,20,0.8983957219251337,62.6
365,MSMI-Marginal,MESO,50,20,0.949290060851927,1.4000000000000001
730,MSMI-Marginal,MESO,50,20,0.9776876267748479,1.4000000000000001
1095,MSMI-Marginal,MESO,50,20,0.9588477366255144,2.8000000000000003
1460,MSMI-Marginal,MESO,50,20,0.9680851063829787,24.8
1825,MSMI-Marginal,MESO,50,20,0.8924731182795699,62.8
365,AJ,MESO,50,20,0.934,0
730,AJ,MESO,50,20,0.956,0
1095,AJ,MESO,50,20,0.9352226720647774,1.2
1460,AJ,MESO,50,20,0.8926829268292683,18
1825,AJ,MESO,50,20,0.73046875,48.8
