time,method,cancer_type,sample_size,n_imps,coverage,undefined_region_pct
365,MSMI-Cox,PRAD,500,10,0.920863309352518,44.4
730,MSMI-Cox,PRAD,500,10,0.9435146443514645,4.3999999999999995
1095,MSMI-Cox,PRAD,500,10,0.9133064516129032,0.8
1460,MSMI-Cox,PRAD,500,10,0.903420523138833,0.6
1825,MSMI-Cox,PRAD,500,10,0.8815261044176707,0.4
365,MSMI-Marginal,PRAD,500,10,0.920863309352518,44.4
730,MSMI-Marginal,PRAD,500,10,0.9456066945606695,4.3999999999999995
1095,MSMI-Marginal,PRAD,500,10,0.9173387096774194,0.8
1460,MSMI-Marginal,PRAD,500,10,0.89738430583501,0.6
1825,MSMI-Marginal,PRAD,500,10,0.8734939759036144,0.4
365,AJ,PRAD,500,10,0.9172661870503597,44.4
730,AJ,PRAD,500,10,0.9623430962343096,4.3999999999999995
1095,AJ,PRAD,500,10,0.9536290322580645,0.8
1460,AJ,PRAD,500,10,0.9537223340040242,0.6
1825,AJ,PRAD,500,10,0.9598393574297188,0.4
