time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.925,0.9357142857142857,0.9357142857142857
730,0.954070981210856,0.9519832985386222,0.9519832985386222
1095,0.9417670682730924,0.9257028112449799,0.9257028112449799
1460,0.958,0.912,0.91
1825,0.96,0.872,0.868
