time,coverageAJ,coverageMSMI,coverageMSMICox
365,0,0.05,0.05
730,0.7777777777777778,0.5481481481481482,0.5481481481481482
1095,0.9107981220657277,0.48826291079812206,0.48826291079812206
1460,0.889344262295082,0.4672131147540984,0.4672131147540984
1825,0.9236947791164659,0.41767068273092367,0.41767068273092367
