time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.9207547169811321,0.7962264150943397,0.7962264150943397
730,0.9550321199143469,0.8265524625267666,0.8265524625267666
1095,0.9576612903225806,0.8064516129032258,0.8064516129032258
1460,0.95783132530120485,0.7971887550200804,0.7991967871485943
1825,0.9457831325301205,0.7449799196787149,0.7449799196787149
