time,cancer_type,method,sample_size,n_imps,coverage,undefined_region_pct
365,KICH,MSMI-Marginal,500,20,0.97,0
730,KICH,MSMI-Marginal,500,20,0.964,0
1095,KICH,MSMI-Marginal,500,20,0.952,0
1460,KICH,MSMI-Marginal,500,20,0.944,0
1825,KICH,MSMI-Marginal,500,20,0.944,0
365,KICH,AJ,500,20,0.964,0
730,KICH,AJ,500,20,0.952,0
1095,KICH,AJ,500,20,0.942,0
1460,KICH,AJ,500,20,0.934,0
1825,KICH,AJ,500,20,0.938,0
