time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.96,0.964,0.966
730,0.94,0.948,0.946
1095,0.928,0.916,0.914
1460,0.944,0.904,0.904
1825,0.9329268292682927,0.8434959349593496,0.8577235772357723
