time,simulation,state,bias,estimate,method,truth
365,1,1,-0.02365440302138133,0.7940485969786186,Aalen-Johansen,0.817703
365,1,2,0.015621337970026294,0.1103753379700263,Aalen-Johansen,0.094754
365,1,3,0.008033065051355273,0.09557606505135527,Aalen-Johansen,0.087543
730,1,1,-0.008683367071530612,0.7175506329284694,Aalen-Johansen,0.726234
730,1,2,0.001783696439451754,0.11699969643945175,Aalen-Johansen,0.115216
730,1,3,0.006899670632078192,0.1654496706320782,Aalen-Johansen,0.15855
1095,1,1,-0.011126412841409361,0.6507475871585906,Aalen-Johansen,0.661874
1095,1,2,-9.706770576215218e-4,0.10854032294237848,Aalen-Johansen,0.109511
1095,1,3,0.012097089899030272,0.24071208989903028,Aalen-Johansen,0.228615
1460,1,1,0.0019042311731132244,0.6184302311731132,Aalen-Johansen,0.616526
1460,1,2,0.007374167133740686,0.10791416713374069,Aalen-Johansen,0.10054
1460,1,3,-0.009278398306854618,0.2736556016931454,Aalen-Johansen,0.282934
1825,1,1,0.018400315756212593,0.5574753157562126,Aalen-Johansen,0.539075
1825,1,2,-0.01118116908503404,0.09321983091496595,Aalen-Johansen,0.104401
1825,1,3,-0.007219146671179455,0.34930485332882055,Aalen-Johansen,0.356524
365,2,1,0.02281030125720951,0.8405133012572095,Aalen-Johansen,0.817703
365,2,2,-4.0248224531608257e-4,0.09435151775468392,Aalen-Johansen,0.094754
365,2,3,-0.022407819011894314,0.06513518098810568,Aalen-Johansen,0.087543
730,2,1,0.008822283043369294,0.7350562830433693,Aalen-Johansen,0.726234
730,2,2,0.011744429409017834,0.12696042940901783,Aalen-Johansen,0.115216
730,2,3,-0.020566712452387892,0.1379832875476121,Aalen-Johansen,0.15855
1095,2,1,0.0018418563072899463,0.6637158563072899,Aalen-Johansen,0.661874
1095,2,2,0.019954826193289782,0.12946582619328978,Aalen-Johansen,0.109511
1095,2,3,-0.021796682500580672,0.20681831749941934,Aalen-Johansen,0.228615
1460,2,1,0.0057411739141410845,0.6222671739141411,Aalen-Johansen,0.616526
1460,2,2,0.004266247800579007,0.10480624780057901,Aalen-Johansen,0.10054
1460,2,3,-0.010007421714720799,0.2729265782852792,Aalen-Johansen,0.282934
1825,2,1,-0.004028363137488222,0.5350466368625117,Aalen-Johansen,0.539075
1825,2,2,0.004529848491303487,0.10893084849130348,Aalen-Johansen,0.104401
1825,2,3,-5.014853538155561e-4,0.35602251464618445,Aalen-Johansen,0.356524
365,3,1,0.018647095329093588,0.8363500953290935,Aalen-Johansen,0.817703
365,3,2,0.0034477637470393674,0.09820176374703937,Aalen-Johansen,0.094754
365,3,3,-0.022094859076133067,0.06544814092386693,Aalen-Johansen,0.087543
730,3,1,-0.0013791299159821024,0.7248548700840179,Aalen-Johansen,0.726234
730,3,2,0.01817363862591405,0.13338963862591405,Aalen-Johansen,0.115216
730,3,3,-0.016794508709932043,0.14175549129006795,Aalen-Johansen,0.15855
1095,3,1,0.01165105557288093,0.6735250555728809,Aalen-Johansen,0.661874
1095,3,2,0.017757144746542247,0.12726814474654224,Aalen-Johansen,0.109511
1095,3,3,-0.029408200319423122,0.1992067996805769,Aalen-Johansen,0.228615
1460,3,1,0.01574903376441672,0.6322750337644167,Aalen-Johansen,0.616526
1460,3,2,0.020191421717571892,0.1207314217175719,Aalen-Johansen,0.10054
1460,3,3,-0.035940455481988515,0.2469935445180115,Aalen-Johansen,0.282934
1825,3,1,0.016122337894958316,0.5551973378949583,Aalen-Johansen,0.539075
1825,3,2,0.023172064305264944,0.12757306430526494,Aalen-Johansen,0.104401
1825,3,3,-0.039294402200223066,0.31722959779977694,Aalen-Johansen,0.356524
365,4,1,-0.0044584210009996905,0.8132445789990003,Aalen-Johansen,0.817703
365,4,2,0.005724966666858428,0.10047896666685843,Aalen-Johansen,0.094754
365,4,3,-0.0012665456658584318,0.08627645433414156,Aalen-Johansen,0.087543
730,4,1,-0.02387154467906094,0.7023624553209391,Aalen-Johansen,0.726234
730,4,2,0.03143550322650389,0.1466515032265039,Aalen-Johansen,0.115216
730,4,3,-0.00756395854744224,0.15098604145255776,Aalen-Johansen,0.15855
1095,4,1,-0.033483076843851434,0.6283909231561485,Aalen-Johansen,0.661874
1095,4,2,0.010129744681435626,0.11964074468143562,Aalen-Johansen,0.109511
1095,4,3,0.02335333216241675,0.25196833216241676,Aalen-Johansen,0.228615
1460,4,1,-0.03752835398483312,0.5789976460151669,Aalen-Johansen,0.616526
1460,4,2,-0.0062556943105176455,0.09428430568948236,Aalen-Johansen,0.10054
1460,4,3,0.04378404829535182,0.32671804829535184,Aalen-Johansen,0.282934
1825,4,1,-0.04663785128382386,0.4924371487161761,Aalen-Johansen,0.539075
1825,4,2,-0.011163003548334799,0.0932379964516652,Aalen-Johansen,0.104401
1825,4,3,0.057800854832159965,0.41432485483215997,Aalen-Johansen,0.356524
365,5,1,-0.0075319100421562535,0.8101710899578437,Aalen-Johansen,0.817703
365,5,2,-0.013983293080951559,0.08077070691904845,Aalen-Johansen,0.094754
365,5,3,0.021515203123107507,0.1090582031231075,Aalen-Johansen,0.087543
730,5,1,-0.013840582132594426,0.7123934178674056,Aalen-Johansen,0.726234
730,5,2,0.0012325696149599469,0.11644856961495995,Aalen-Johansen,0.115216
730,5,3,0.012608012517633799,0.1711580125176338,Aalen-Johansen,0.15855
1095,5,1,-0.013923306643448652,0.6479506933565513,Aalen-Johansen,0.661874
1095,5,2,-0.018456836363240747,0.09105416363675925,Aalen-Johansen,0.109511
1095,5,3,0.03238014300668879,0.2609951430066888,Aalen-Johansen,0.228615
1460,5,1,-0.013200122208339216,0.6033258777916608,Aalen-Johansen,0.616526
1460,5,2,-0.012639735724637655,0.08790026427536235,Aalen-Johansen,0.10054
1460,5,3,0.025839857932976218,0.30877385793297624,Aalen-Johansen,0.282934
1825,5,1,0.0015007709833824157,0.5405757709833824,Aalen-Johansen,0.539075
