time,method,cancer_type,sample_size,n_imps,coverage,undefined_region_pct
365,MSMI-Cox,PRAD,100,20,0.6016260162601627,75.4
730,MSMI-Cox,PRAD,100,20,0.49698795180722893,33.6
1095,MSMI-Cox,PRAD,100,20,0.48372093023255813,14.000000000000002
1460,MSMI-Cox,PRAD,100,20,0.5021929824561403,8.799999999999999
1825,MSMI-Cox,PRAD,100,20,0.46466809421841543,6.6000000000000005
365,MSMI-Marginal,PRAD,100,20,0.6016260162601627,75.4
730,MSMI-Marginal,PRAD,100,20,0.49698795180722893,33.6
1095,MSMI-Marginal,PRAD,100,20,0.48372093023255813,14.000000000000002
1460,MSMI-Marginal,PRAD,100,20,0.5021929824561403,8.799999999999999
1825,MSMI-Marginal,PRAD,100,20,0.46466809421841543,6.6000000000000005
365,AJ,PRAD,100,20,0.875,85.6
730,AJ,PRAD,100,20,0.9348837209302325,56.99999999999999
1095,AJ,PRAD,100,20,0.9505813953488372,31.2
1460,AJ,PRAD,100,20,0.9567567567567568,26
1825,AJ,PRAD,100,20,0.9557291666666666,23.200000000000003
