time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.964,0.964
730,0.95,0.952,0.956
1095,0.958,0.954,0.95
1460,0.9357429718875502,0.9477911646586346,0.9497991967871486
1825,0.9481641468682506,0.9481641468682506,0.9460043196544277
