time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.966,0.966,0.964
730,0.954,0.96,0.96
1095,0.9318637274549099,0.9438877755511023,0.9498997995991983
1460,0.944672131147541,0.9180327868852459,0.9241803278688525
1825,0.8983833718244804,0.8545034642032333,0.8960739030023095
