time,method,cancer_type,sample_size,n_imps,coverage,undefined_region_pct
365,MSMI-Cox,LIHC,50,5,0.976,0
730,MSMI-Cox,LIHC,50,5,0.966,0
1095,MSMI-Cox,LIHC,50,5,0.9318637274549099,0.2
1460,MSMI-Cox,LIHC,50,5,0.930327868852459,2.4
1825,MSMI-Cox,LIHC,50,5,0.8618266978922716,14.6
365,MSMI-Marginal,LIHC,50,5,0.982,0
730,MSMI-Marginal,LIHC,50,5,0.964,0
1095,MSMI-Marginal,LIHC,50,5,0.9398797595190381,0.2
1460,MSMI-Marginal,LIHC,50,5,0.9344262295081968,2.4
1825,MSMI-Marginal,LIHC,50,5,0.8648018648018648,14.2
365,AJ,LIHC,50,5,0.974,0
730,AJ,LIHC,50,5,0.956,0
1095,AJ,LIHC,50,5,0.93,0
1460,AJ,LIHC,50,5,0.9393939393939394,1
1825,AJ,LIHC,50,5,0.87315010570824525,5.4
