time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.956,0.97,0.968
730,0.954,0.964,0.966
1095,0.9398797595190381,0.935871743486974,0.9378757515030061
1460,0.9175257731958762,0.9154639175257732,0.9175257731958762
1825,0.9112709832134293,0.882494004796163,0.8752997601918465
