time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.9553752535496958,0.9634888438133874,0.9634888438133874
730,0.9675456389452333,0.9716024340770791,0.973630831643002
1095,0.9176954732510288,0.948559670781893,0.9444444444444444
1460,0.9420654911838791,0.9571788413098237,0.9596977329974811
1825,0.8669527896995708,0.9055793991416309,0.9098712446351931
