time,method,cancer_type,sample_size,n_imps,coverage,undefined_region_pct
365,MSMI-Cox,LIHC,50,30,0.978,0
730,MSMI-Cox,LIHC,50,30,0.968,0
1095,MSMI-Cox,LIHC,50,30,0.9398797595190381,0.2
1460,MSMI-Cox,LIHC,50,30,0.9342915811088296,2.6
1825,MSMI-Cox,LIHC,50,30,0.8847058823529412,15
365,MSMI-Marginal,LIHC,50,30,0.976,0
730,MSMI-Marginal,LIHC,50,30,0.968,0
1095,MSMI-Marginal,LIHC,50,30,0.9458917835671342,0.2
1460,MSMI-Marginal,LIHC,50,30,0.9404517453798767,2.6
1825,MSMI-Marginal,LIHC,50,30,0.8967136150234741,14.799999999999999
365,AJ,LIHC,50,30,0.974,0
730,AJ,LIHC,50,30,0.956,0
1095,AJ,LIHC,50,30,0.93,0
1460,AJ,LIHC,50,30,0.9393939393939394,1
1825,AJ,LIHC,50,30,0.87315010570824525,5.4
