time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.962,0.968,0.968
730,0.926,0.95,0.946
1095,0.93,0.92,0.92
1460,0.93,0.908,0.912
1825,0.9327902240325866,0.8757637474541752,0.8757637474541752
