time,coverageAJ,coverageMSMI,coverageMSMICox
365,0,0.05,0.05
730,0.7777777777777778,0.5703703703703704,0.5703703703703704
1095,0.9107981220657277,0.49295774647887325,0.49295774647887325
1460,0.889344262295082,0.4672131147540984,0.4672131147540984
1825,0.9236947791164659,0.42570281124497994,0.42570281124497994
