time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.97,0.97
730,0.952,0.954,0.958
1095,0.948,0.956,0.96
1460,0.9390756302521008,0.9516806722689075,0.9495798319327731
1825,0.9154929577464789,0.9408450704225352,0.9464788732394366
