time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.954,0.95,0.95
730,0.938,0.948,0.946
1095,0.956,0.968,0.966
1460,0.929718875502008,0.9598393574297188,0.9618473895582329
1825,0.9522776572668112,0.9609544468546638,0.9587852494577006
