time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.96,0.964,0.962
730,0.94,0.94,0.934
1095,0.928,0.912,0.906
1460,0.944,0.89,0.894
1825,0.9329268292682927,0.8434959349593496,0.8597560975609756
