time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.966,0.964,0.964
730,0.954,0.958,0.962
1095,0.9318637274549099,0.935871743486974,0.935871743486974
1460,0.944672131147541,0.9241803278688525,0.9200819672131147
1825,0.8983833718244804,0.859122401847575,0.8822170900692841
