time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.962,0.97,0.974
730,0.926,0.944,0.942
1095,0.93,0.926,0.92
1460,0.93,0.908,0.91
1825,0.9329268292682927,0.8739837398373984,0.8699186991869918
