time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0014780685613741433,3.408431739760479e-4
365,MSMI-Cox,0.001102000000000031,-0.0012256000000000014,1.2360000000000216e-4
365,MSMI-Cox-Boot,0.0011250000000000387,-0.0012466000000000061,1.2160000000000094e-4
365,MSMI-KM,0.001102000000000031,-0.0012808000000000036,1.7880000000000014e-4
365,MSMI-KM-Boot,0.0011250000000000387,-0.001335000000000003,2.0999999999999985e-4
730,AJ,0.001159149125467717,5.836403402016092e-4,-0.0017427894656693562
730,MSMI-Cox,0.0011186000000000082,8.190000000000317e-4,-0.0019376000000000384
730,MSMI-Cox-Boot,0.0011292000000000047,7.454000000000307e-4,-0.001874600000000033
730,MSMI-KM,0.0011186000000000082,2.596000000000265e-4,-0.0013782000000000306
730,MSMI-KM-Boot,0.0011292000000000047,3.3660000000002694e-4,-0.0014658000000000342
1095,AJ,-0.001345928468091904,0.0014561531832000538,-1.1022471510817098e-4
1095,MSMI-Cox,-0.001321200000000006,0.0034394000000000113,-0.0021181999999999967
1095,MSMI-Cox-Boot,-0.0016100000000000133,0.003496200000000003,-0.001886200000000002
1095,MSMI-KM,-0.001321200000000006,0.0022068000000000066,-8.855999999999898e-4
1095,MSMI-KM-Boot,-0.0016100000000000133,0.0021716000000000088,-5.615999999999929e-4
1460,AJ,-0.00239895823629421,1.667215327347615e-4,0.0022322367035594822
1460,MSMI-Cox,-0.0022943999999999755,0.003509800000000009,-0.001215399999999969
1460,MSMI-Cox-Boot,-0.002614999999999979,0.00339220000000001,-7.771999999999723e-4
1460,MSMI-KM,-0.0022943999999999755,0.0010160000000000065,0.0012784000000000317
1460,MSMI-KM-Boot,-0.002614999999999979,0.0011146000000000057,0.0015004000000000297
1825,AJ,0.0020975406781766465,-0.0022865327648433427,1.889920866666439e-4
1825,MSMI-Cox,9.857999999999998e-4,-2.657999999999864e-4,-7.200000000000165e-4
1825,MSMI-Cox-Boot,0.0010342000000000005,-7.841999999999929e-4,-2.5000000000002613e-4
1825,MSMI-KM,9.857999999999998e-4,-0.004553199999999996,0.003567399999999965
1825,MSMI-KM-Boot,0.0010342000000000005,-0.004429799999999989,0.0033955999999999774
