time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0013598859567091077,2.2266056931098677e-4
365,MSMI-Cox,0.001102000000000031,-0.0012200000000000227,1.1799999999998926e-4
365,MSMI-Cox-Boot,0.0011250000000000387,-0.0012008000000000222,7.579999999998803e-5
365,MSMI-KM,0.001102000000000031,-0.004719800000000022,0.003617799999999989
365,MSMI-KM-Boot,0.0011250000000000387,-0.00464780000000002,0.0035227999999999904
730,AJ,0.001159149125467717,-5.540491583839246e-4,-6.050999670838015e-4
730,MSMI-Cox,0.0011186000000000082,1.9019999999999202e-4,-0.0013087999999999986
730,MSMI-Cox-Boot,0.0011292000000000047,1.1599999999999144e-4,-0.0012451999999999988
730,MSMI-KM,0.0011186000000000082,-0.004190800000000012,0.003072200000000009
730,MSMI-KM-Boot,0.0011292000000000047,-0.004063000000000013,0.002933800000000007
1095,AJ,-0.001345928468091904,-0.004765957795513864,0.006111886263605747
1095,MSMI-Cox,-0.001321200000000006,-0.001127599999999991,0.0024488000000000023
1095,MSMI-Cox-Boot,-0.0016100000000000133,-0.0010301999999999902,0.0026402000000000105
1095,MSMI-KM,-0.001321200000000006,0.01155340000000001,-0.010232199999999986
1095,MSMI-KM-Boot,-0.0016100000000000133,0.01190700000000001,-0.01029699999999999
1460,AJ,-0.00239895823629421,-0.004373315837272471,0.00677227407356666
1460,MSMI-Cox,-0.0022943999999999755,-0.0010546,0.0033489999999999982
1460,MSMI-Cox-Boot,-0.002614999999999979,-0.0010344000000000002,0.0036493999999999624
1460,MSMI-KM,-0.0022943999999999755,0.0313938,-0.029099400000000036
1460,MSMI-KM-Boot,-0.002614999999999979,0.0318352,-0.02922020000000001
1825,AJ,0.0020975406781766465,-0.004990261682636951,0.0028927210044602486
1825,MSMI-Cox,9.857999999999998e-4,-0.0045083999999999975,0.003522599999999982
1825,MSMI-Cox-Boot,0.0010342000000000005,-0.0046469999999999975,0.0036127999999999915
1825,MSMI-KM,9.857999999999998e-4,0.036390200000000004,-0.03737600000000002
1825,MSMI-KM-Boot,0.0010342000000000005,0.0368312,-0.03786540000000001
