time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0013598859567091077,2.2266056931098677e-4
365,MSMI-Cox,0.001420000000000033,-0.0013570000000000192,-6.300000000000533e-5
365,MSMI-Cox-Boot,0.0012740000000000399,-0.0012650000000000187,-9.00000000001339e-6
365,MSMI-KM,0.001420000000000033,-0.004893000000000019,0.0034729999999999904
365,MSMI-KM-Boot,0.0012740000000000399,-0.005083000000000021,0.003808999999999989
730,AJ,0.001159149125467717,-5.540491583839246e-4,-6.050999670838015e-4
730,MSMI-Cox,0.0014520000000000095,1.2799999999999116e-4,-0.0015799999999999966
730,MSMI-Cox-Boot,0.0014700000000000067,9.299999999999869e-4,-0.002399999999999993
730,MSMI-KM,0.0014520000000000095,-0.004130000000000016,0.002678000000000012
730,MSMI-KM-Boot,0.0014700000000000067,-0.004372000000000012,0.00290200000000001
1095,AJ,-0.001345928468091904,-0.004765957795513864,0.006111886263605747
1095,MSMI-Cox,-7.580000000000069e-4,-0.0012689999999999887,0.002027000000000011
1095,MSMI-Cox-Boot,-0.0017720000000000142,-5.0899999999999e-4,0.00228100000000001
1095,MSMI-KM,-7.580000000000069e-4,0.01126900000000001,-0.01051099999999999
1095,MSMI-KM-Boot,-0.0017720000000000142,0.01224700000000001,-0.010474999999999986
1460,AJ,-0.00239895823629421,-0.004373315837272471,0.00677227407356666
1460,MSMI-Cox,-0.0017799999999999747,-0.001096999999999998,0.0028769999999999655
1460,MSMI-Cox-Boot,-0.002603999999999977,-6.969999999999987e-4,0.003300999999999969
1460,MSMI-KM,-0.0017799999999999747,0.030979,-0.029199000000000037
1460,MSMI-KM-Boot,-0.002603999999999977,0.032199,-0.02959500000000001
1825,AJ,0.0020975406781766465,-0.004990261682636951,0.0028927210044602486
1825,MSMI-Cox,0.0011149999999999988,-0.004911999999999999,0.0037969999999999957
1825,MSMI-Cox-Boot,0.0019749999999999993,-0.0042279999999999965,0.002252999999999999
1825,MSMI-KM,0.0011149999999999988,0.036696000000000006,-0.03781100000000002
1825,MSMI-KM-Boot,0.0019749999999999993,0.036562000000000004,-0.03853700000000002
