time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0014780685613741433,3.408431739760479e-4
365,MSMI-Cox,0.0020060000000000264,-0.0020090000000000004,3.000000000002066e-6
365,MSMI-Cox-Boot,0.0014860000000000402,-0.0016650000000000028,1.7900000000000367e-4
365,MSMI-KM,0.0020060000000000264,-0.002041000000000004,3.499999999999902e-5
365,MSMI-KM-Boot,0.0014860000000000402,-0.0016890000000000013,2.0300000000000488e-4
730,AJ,0.001159149125467717,5.836403402016092e-4,-0.0017427894656693562
730,MSMI-Cox,0.0018840000000000096,-1.6399999999996683e-4,-0.0017200000000000307
730,MSMI-Cox-Boot,0.001900000000000004,3.160000000000355e-4,-0.0022160000000000326
730,MSMI-KM,0.0018840000000000096,-7.119999999999681e-4,-0.0011720000000000304
730,MSMI-KM-Boot,0.001900000000000004,-9.439999999999711e-4,-9.560000000000345e-4
1095,AJ,-0.001345928468091904,0.0014561531832000538,-1.1022471510817098e-4
1095,MSMI-Cox,1.1999999999998779e-4,0.0020990000000000093,-0.0022189999999999927
1095,MSMI-Cox-Boot,-0.0013440000000000127,0.0036710000000000067,-0.0023269999999999914
1095,MSMI-KM,1.1999999999998779e-4,0.0010990000000000164,-0.0012189999999999968
1095,MSMI-KM-Boot,-0.0013440000000000127,0.0022270000000000094,-8.829999999999945e-4
1460,AJ,-0.00239895823629421,1.667215327347615e-4,0.0022322367035594822
1460,MSMI-Cox,-0.0015759999999999726,0.003323000000000014,-0.0017469999999999784
1460,MSMI-Cox-Boot,-0.002307999999999976,0.0037670000000000143,-0.0014589999999999673
1460,MSMI-KM,-0.0015759999999999726,0.001171000000000008,4.0500000000002996e-4
1460,MSMI-KM-Boot,-0.002307999999999976,0.0011110000000000052,0.0011970000000000316
1825,AJ,0.0020975406781766465,-0.0022865327648433427,1.889920866666439e-4
1825,MSMI-Cox,0.0013609999999999994,-8.899999999999669e-5,-0.0012720000000000162
1825,MSMI-Cox-Boot,0.0022009999999999985,-9.129999999999958e-4,-0.0012880000000000179
1825,MSMI-KM,0.0013609999999999994,-0.003912999999999991,0.002551999999999971
1825,MSMI-KM-Boot,0.0022009999999999985,-0.004836999999999994,0.002635999999999973
