time,method,1,2,3
365,AJ,0.0024935416356743237,-6.519075771121219e-4,-0.0018416340585621664
365,MSMI-Cox,0.0030700000000000536,-0.001065000000000001,-0.002004999999999998
365,MSMI-Cox-Boot,0.002462000000000038,-5.569999999999943e-4,-0.0019049999999999965
365,MSMI-KM,0.0030700000000000536,-0.0011450000000000026,-0.0019249999999999988
365,MSMI-KM-Boot,0.002462000000000038,-6.610000000000054e-4,-0.0018009999999999992
730,AJ,0.0014157128900456441,1.7786862019315993e-4,-0.0015935815102388028
730,MSMI-Cox,0.002256000000000015,5.240000000000328e-4,-0.002780000000000031
730,MSMI-Cox-Boot,0.001452000000000012,-1.0399999999996724e-4,-0.0013480000000000295
730,MSMI-KM,0.002256000000000015,-5.79999999999967e-4,-0.0016760000000000282
730,MSMI-KM-Boot,0.001452000000000012,-9.359999999999669e-4,-5.160000000000299e-4
1095,AJ,0.004356978605449315,-0.0030186851133857124,-0.0013382934920636049
1095,MSMI-Cox,0.004699999999999983,-9.209999999999865e-4,-0.00377899999999998
1095,MSMI-Cox-Boot,0.004327999999999992,-0.0029089999999999867,-0.001418999999999993
1095,MSMI-KM,0.004699999999999983,-0.004628999999999985,-7.099999999998148e-5
1095,MSMI-KM-Boot,0.004327999999999992,-0.005712999999999991,0.0013850000000000114
1460,AJ,0.00529769345845166,-0.00672070786108218,0.0014230144026305888
1460,MSMI-Cox,0.002544000000000026,-0.00355299999999999,0.0010090000000000398
1460,MSMI-Cox-Boot,0.003792000000000026,-0.006408999999999991,0.0026170000000000342
1460,MSMI-KM,0.002544000000000026,-0.008120999999999988,0.005577000000000042
1460,MSMI-KM-Boot,0.003792000000000026,-0.01035699999999999,0.00656500000000004
1825,AJ,0.0010632670891156067,3.1889374561355766e-4,-0.0013821608347291806
1825,MSMI-Cox,-0.011290999999999994,-0.003608999999999986,0.014899999999999976
1825,MSMI-Cox-Boot,-0.008962999999999999,-0.007532999999999989,0.016495999999999986
1825,MSMI-KM,-0.011290999999999994,-0.008856999999999997,0.02014799999999997
1825,MSMI-KM-Boot,-0.008962999999999999,-0.012276999999999991,0.021239999999999974
