time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0013598859567091077,2.2266056931098677e-4
365,MSMI-Cox,0.0020060000000000264,-0.0018990000000000176,-1.0700000000001178e-4
365,MSMI-Cox-Boot,0.0014860000000000402,-0.001659000000000018,1.7299999999999114e-4
365,MSMI-KM,0.0020060000000000264,-0.005439000000000019,0.003432999999999989
365,MSMI-KM-Boot,0.0014860000000000402,-0.004947000000000021,0.003460999999999989
730,AJ,0.001159149125467717,-5.540491583839246e-4,-6.050999670838015e-4
730,MSMI-Cox,0.0018840000000000096,-6.740000000000123e-4,-0.0012099999999999897
730,MSMI-Cox-Boot,0.001900000000000004,-1.1400000000001065e-4,-0.0017859999999999979
730,MSMI-KM,0.0018840000000000096,-0.0051900000000000045,0.0033060000000000064
730,MSMI-KM-Boot,0.001900000000000004,-0.004722000000000005,0.002822000000000004
1095,AJ,-0.001345928468091904,-0.004765957795513864,0.006111886263605747
1095,MSMI-Cox,1.1999999999998779e-4,-0.0021689999999999912,0.002049000000000003
1095,MSMI-Cox-Boot,-0.0013440000000000127,-8.129999999999901e-4,0.0021570000000000087
1095,MSMI-KM,1.1999999999998779e-4,0.01030700000000001,-0.010426999999999994
1095,MSMI-KM-Boot,-0.0013440000000000127,0.01171100000000001,-0.010366999999999986
1460,AJ,-0.00239895823629421,-0.004373315837272471,0.00677227407356666
1460,MSMI-Cox,-0.0015759999999999726,-0.0013089999999999972,0.0028849999999999596
1460,MSMI-Cox-Boot,-0.002307999999999976,-0.001596999999999998,0.003904999999999992
1460,MSMI-KM,-0.0015759999999999726,0.030619000000000004,-0.02904300000000003
1460,MSMI-KM-Boot,-0.002307999999999976,0.032199000000000005,-0.02989100000000003
1825,AJ,0.0020975406781766465,-0.004990261682636951,0.0028927210044602486
1825,MSMI-Cox,0.0013609999999999994,-0.004769999999999997,0.0034089999999999915
1825,MSMI-Cox-Boot,0.0022009999999999985,-0.004621999999999997,0.0024209999999999857
1825,MSMI-KM,0.0013609999999999994,0.035942,-0.03730300000000002
1825,MSMI-KM-Boot,0.0022009999999999985,0.036982,-0.039183000000000016
