time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0013598859567091077,2.2266056931098677e-4
365,MSMI-Cox,0.0010973333333333668,-0.0011638000000000215,6.646666666665418e-5
365,MSMI-Cox-Boot,0.0011373333333333751,-0.001192733333333354,5.539999999998889e-5
365,MSMI-KM,0.0010973333333333668,-0.004660333333333354,0.0035629999999999876
365,MSMI-KM-Boot,0.0011373333333333751,-0.004732733333333355,0.003595399999999992
730,AJ,0.001159149125467717,-5.540491583839246e-4,-6.050999670838015e-4
730,MSMI-Cox,0.0011069333333333397,1.5866666666665928e-4,-0.0012655999999999926
730,MSMI-Cox-Boot,0.0011354666666666745,1.731999999999835e-4,-0.0013086666666666609
730,MSMI-KM,0.0011069333333333397,-0.004219200000000009,0.0031122666666666713
730,MSMI-KM-Boot,0.0011354666666666745,-0.004248133333333347,0.0031126666666666707
1095,AJ,-0.001345928468091904,-0.004765957795513864,0.006111886263605747
1095,MSMI-Cox,-0.0013006666666666785,-0.0010883333333333229,0.002389000000000011
1095,MSMI-Cox-Boot,-0.001566533333333344,-0.0011332666666666565,0.0026998000000000005
1095,MSMI-KM,-0.0013006666666666785,0.011430333333333344,-0.010129666666666651
1095,MSMI-KM-Boot,-0.001566533333333344,0.011564466666666676,-0.009997933333333327
1460,AJ,-0.00239895823629421,-0.004373315837272471,0.00677227407356666
1460,MSMI-Cox,-0.0023131999999999736,-0.0010000666666666674,0.00331326666666664
1460,MSMI-Cox-Boot,-0.0025854666666666414,-0.001133933333333332,0.0037193999999999947
1460,MSMI-KM,-0.0023131999999999736,0.031320466666666665,-0.0290072666666667
1460,MSMI-KM-Boot,-0.0025854666666666414,0.031472066666666666,-0.028886600000000037
1825,AJ,0.0020975406781766465,-0.004990261682636951,0.0028927210044602486
1825,MSMI-Cox,0.0010040666666666657,-0.004513866666666663,0.0035097999999999913
1825,MSMI-Cox-Boot,0.0010617999999999997,-0.004616133333333334,0.003554333333333323
1825,MSMI-KM,0.0010040666666666657,0.03649013333333334,-0.03749420000000001
1825,MSMI-KM-Boot,0.0010617999999999997,0.036524933333333336,-0.037586733333333344
