time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0014780685613741433,3.408431739760479e-4
365,MSMI-Cox,0.0010973333333333668,-0.0012423333333333392,1.45e-4
365,MSMI-Cox-Boot,0.0011373333333333751,-0.0012640666666666718,1.2673333333333256e-4
365,MSMI-KM,0.0010973333333333668,-0.0012764666666666704,1.7913333333333207e-4
365,MSMI-KM-Boot,0.0011373333333333751,-0.001368600000000003,2.312666666666671e-4
730,AJ,0.001159149125467717,5.836403402016092e-4,-0.0017427894656693562
730,MSMI-Cox,0.0011069333333333397,8.638666666666979e-4,-0.0019708000000000334
730,MSMI-Cox-Boot,0.0011354666666666745,8.194666666667003e-4,-0.0019549333333333686
730,MSMI-KM,0.0011069333333333397,3.63066666666693e-4,-0.0014700000000000292
730,MSMI-KM-Boot,0.0011354666666666745,2.9706666666669913e-4,-0.0014325333333333706
1095,AJ,-0.001345928468091904,0.0014561531832000538,-1.1022471510817098e-4
1095,MSMI-Cox,-0.0013006666666666785,0.0033676666666666772,-0.002066999999999991
1095,MSMI-Cox-Boot,-0.001566533333333344,0.003527133333333344,-0.001960599999999992
1095,MSMI-KM,-0.0013006666666666785,0.0020888666666666767,-7.881999999999944e-4
1095,MSMI-KM-Boot,-0.001566533333333344,0.002147133333333343,-5.805999999999895e-4
1460,AJ,-0.00239895823629421,1.667215327347615e-4,0.0022322367035594822
1460,MSMI-Cox,-0.0023131999999999736,0.00361833333333334,-0.0013051333333333058
1460,MSMI-Cox-Boot,-0.0025854666666666414,0.0036342000000000054,-0.0010487333333333054
1460,MSMI-KM,-0.0023131999999999736,0.0011215333333333408,0.0011916666666666922
1460,MSMI-KM-Boot,-0.0025854666666666414,8.050000000000104e-4,0.0017804666666666948
1825,AJ,0.0020975406781766465,-0.0022865327648433427,1.889920866666439e-4
1825,MSMI-Cox,0.0010040666666666657,-1.624666666666582e-4,-8.416000000000376e-4
1825,MSMI-Cox-Boot,0.0010617999999999997,-4.60866666666664e-4,-6.009333333333686e-4
1825,MSMI-KM,0.0010040666666666657,-0.004492599999999989,0.003488533333333302
1825,MSMI-KM-Boot,0.0010617999999999997,-0.004927133333333325,0.003865333333333311
