time,method,1,2,3
365,AJ,0.0011372253873980986,-0.0014780685613741433,3.408431739760479e-4
365,MSMI-Cox,0.0011060000000000284,-0.0012676666666666704,1.616666666666692e-4
365,MSMI-Cox-Boot,0.0011233333333333755,-0.001302333333333335,1.7900000000000253e-4
365,MSMI-KM,0.0011060000000000284,-0.001229000000000004,1.2299999999999998e-4
365,MSMI-KM-Boot,0.0011233333333333755,-0.0013043333333333355,1.8099999999999993e-4
730,AJ,0.001159149125467717,5.836403402016092e-4,-0.0017427894656693562
730,MSMI-Cox,0.0013360000000000056,7.913333333333651e-4,-0.00212733333333337
730,MSMI-Cox-Boot,0.001381333333333341,6.94000000000025e-4,-0.0020753333333333726
730,MSMI-KM,0.0013360000000000056,2.3266666666669534e-4,-0.0015686666666666967
730,MSMI-KM-Boot,0.001381333333333341,2.320000000000305e-4,-0.0016133333333333637
1095,AJ,-0.001345928468091904,0.0014561531832000538,-1.1022471510817098e-4
1095,MSMI-Cox,-0.0012433333333333435,0.00359766666666667,-0.002354333333333329
1095,MSMI-Cox-Boot,-0.001469333333333348,0.0037203333333333385,-0.0022509999999999965
1095,MSMI-KM,-0.0012433333333333435,0.0021730000000000074,-9.296666666666605e-4
1095,MSMI-KM-Boot,-0.001469333333333348,0.002481000000000009,-0.0010116666666666592
1460,AJ,-0.00239895823629421,1.667215327347615e-4,0.0022322367035594822
1460,MSMI-Cox,-0.0022799999999999748,0.003960333333333342,-0.0016803333333333056
1460,MSMI-Cox-Boot,-0.0026573333333333084,0.0038970000000000077,-0.001239666666666642
1460,MSMI-KM,-0.0022799999999999748,0.0013056666666666759,9.743333333333598e-4
1460,MSMI-KM-Boot,-0.0026573333333333084,0.001687000000000013,9.703333333333597e-4
1825,AJ,0.0020975406781766465,-0.0022865327648433427,1.889920866666439e-4
1825,MSMI-Cox,9.256666666666638e-4,1.230000000000107e-4,-0.0010486666666666901
1825,MSMI-Cox-Boot,0.0011650000000000009,-6.899999999998653e-5,-0.0010960000000000336
1825,MSMI-KM,9.256666666666638e-4,-0.004597666666666657,0.0036719999999999713
1825,MSMI-KM-Boot,0.0011650000000000009,-0.00437566666666666,0.003210666666666639
