time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.9403669724770642,0.944954128440367,0.944954128440367
730,0.9510703363914373,0.9541284403669725,0.9541284403669725
1095,0.9577114427860697,0.9651741293532339,0.9651741293532339
1460,0.9651162790697675,0.9534883720930233,0.9534883720930233
1825,0.9681818181818181,0.95,0.95
