time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.96,0.962,0.964
730,0.94,0.954,0.95
1095,0.928,0.918,0.916
1460,0.944,0.89,0.9
1825,0.9329268292682927,0.8577235772357723,0.8597560975609756
