time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.966,0.968,0.966
730,0.954,0.96,0.96
1095,0.9318637274549099,0.9318637274549099,0.9378757515030061
1460,0.944672131147541,0.9200819672131147,0.9262295081967213
1825,0.8983833718244804,0.8568129330254042,0.8799076212471132
