time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.8299319727891157,0.7278911564625851,0.7278911564625851
730,0.9561643835616438,0.8273972602739726,0.8273972602739726
1095,0.9550561797752809,0.8044943820224719,0.8044943820224719
1460,0.9506437768240343,0.7746781115879828,0.7746781115879828
1825,0.9474789915966386,0.7205882352941176,0.7205882352941176
