time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.8299319727891157,0.7278911564625851,0.7278911564625851
730,0.9561643835616438,0.821917808219178,0.821917808219178
1095,0.9550561797752809,0.8,0.8
1460,0.9506437768240343,0.7682403433476395,0.7682403433476395
1825,0.9474789915966386,0.7331932773109243,0.7331932773109243
