time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.8307692307692308,0.47692307692307695,0.47692307692307695
730,0.9306930693069307,0.4504950495049505,0.4504950495049505
1095,0.949685534591195,0.37735849056603776,0.37735849056603776
1460,0.9542682926829268,0.3597560975609756,0.3597560975609756
1825,0.9560117302052786,0.31671554252199413,0.31671554252199413
