time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.8307692307692308,0.46153846153846156,0.46153846153846156
730,0.9306930693069307,0.4504950495049505,0.4504950495049505
1095,0.949685534591195,0.3742138364779874,0.3742138364779874
1460,0.9542682926829268,0.3597560975609756,0.3597560975609756
1825,0.9560117302052786,0.3225806451612903,0.3225806451612903
