time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.8307692307692308,0.46153846153846156,0.46153846153846156
730,0.9306930693069307,0.4603960396039604,0.4603960396039604
1095,0.949685534591195,0.37735849056603776,0.37735849056603776
1460,0.9542682926829268,0.3567073170731707,0.3567073170731707
1825,0.9560117302052786,0.3225806451612903,0.3225806451612903
