time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.9417040358744395,0.6860986547085202,0.6860986547085202
730,0.9532163742690059,0.8450292397660819,0.8450292397660819
1095,0.9539951573849879,0.8886198547215496,0.8886198547215496
1460,0.9659863945578231,0.9070294784580499,0.9070294784580499
1825,0.9671052631578947,0.9013157894736842,0.9013157894736842
