time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.954,0.958,0.958
730,0.938,0.952,0.954
1095,0.956,0.962,0.968
1460,0.929718875502008,0.9598393574297188,0.9558232931726908
1825,0.9522776572668112,0.9522776572668112,0.9566160520607375
