time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.974,0.97
730,0.946,0.954,0.956
1095,0.946,0.968,0.962
1460,0.9516806722689075,0.9621848739495799,0.9621848739495799
1825,0.9171597633136095,0.9526627218934911,0.9526627218934911
