time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.964,0.964
730,0.95,0.944,0.952
1095,0.958,0.962,0.96
1460,0.9357429718875502,0.9477911646586346,0.9457831325301205
1825,0.9481641468682506,0.9546436285097192,0.9524838012958964
