time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.968,0.968
730,0.952,0.954,0.956
1095,0.948,0.96,0.964
1460,0.9390756302521008,0.9495798319327731,0.9474789915966386
1825,0.9154929577464789,0.9492957746478873,0.9492957746478873
