time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.9553752535496958,0.9634888438133874,0.9634888438133874
730,0.9675456389452333,0.973630831643002,0.9756592292089249
1095,0.9176954732510288,0.9423868312757202,0.9444444444444444
1460,0.9420654911838791,0.9521410579345088,0.9546599496221663
1825,0.8669527896995708,0.9055793991416309,0.9055793991416309
