time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.972,0.97
730,0.946,0.954,0.95
1095,0.946,0.97,0.968
1460,0.9516806722689075,0.9600840336134454,0.9600840336134454
1825,0.9171597633136095,0.9497041420118343,0.9408284023668639
