time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.974,0.972
730,0.946,0.956,0.95
1095,0.946,0.966,0.968
1460,0.9516806722689075,0.9621848739495799,0.9642857142857143
1825,0.9171597633136095,0.9585798816568047,0.9497041420118343
