time,coverageAJ,coverageMSMI,coverageMSMICox
365,0.964,0.972,0.974
730,0.946,0.958,0.954
1095,0.946,0.966,0.968
1460,0.9516806722689075,0.9642857142857143,0.9621848739495799
1825,0.9171597633136095,0.9497041420118343,0.9497041420118343
